617	5
618	5
619	5
620	3
621	4
622	5
623	3
624	5
625	3
626	5
627	5
628	3
629	2
630	5
631	3
632	3
633	3
634	5
635	5
636	3
637	3
638	5
639	3
640	3
641	3
642	3
643	4
644	2
645	5
646	3
647	3
648	3
649	4
650	3
651	2
652	5
653	3
654	3
655	5
656	3
657	2
658	5
659	4
660	2
661	2
662	2
663	5
664	5
665	3
666	5
667	3
668	3
669	4
670	3
671	5
672	4
673	3
674	5
675	2
676	3
677	5
678	3
679	3
680	4
681	3
682	6
683	3
684	4
685	5
686	3
687	5
688	2
689	4
690	3
691	5
692	2
693	3
694	3
695	1
696	6
697	1
698	4
699	4
700	3
701	3
702	5
703	3
704	3
705	3
706	2
707	2
708	3
709	3
710	5
711	5
712	5
713	3
714	2
715	5
716	4
717	3
718	6
719	1
720	3
721	3
722	3
723	4
724	5
725	5
726	3
727	5
728	3
729	3
730	5
731	6
732	3
733	5
734	5
735	3
736	3
737	6
738	3
739	4
740	3
741	3
742	3
743	3
744	4
745	5
746	3
747	2
748	5
749	5
750	2
751	5
752	3
753	6
754	1
755	5
756	4
757	3
758	2
759	3
760	5
761	3
762	5
763	3
764	4
765	3
766	2
767	6
768	5
769	3
770	4
771	3
772	3
773	5
774	5
775	4
776	3
777	3
778	4
779	5
780	1
781	5
782	4
783	3
784	2
785	2
786	2
787	3
788	3
789	3
790	5
791	5
792	3
793	5
794	4
795	3
796	3
797	3
798	2
799	2
800	3
801	3
802	5
803	3
804	3
805	4
806	2
807	5
808	2
809	2
810	3
811	5
812	4
813	3
814	4
815	3
816	6
817	5
818	4
819	5
820	5
821	3
822	2
823	2
824	3
825	5
826	3
827	2
828	5
829	3
830	5
831	1
832	3
833	3
834	5
835	5
836	4
837	3
838	4
839	2
840	3
841	2
842	5
843	5
844	3
845	4
846	4
847	3
848	3
849	2
850	5
851	2
852	2
853	3
854	5
855	5
856	4
857	5
858	4
859	5
860	5
861	4
862	2
863	5
864	3
865	5
866	5
867	1
868	3
869	3
870	5
871	2
872	2
873	4
874	6
875	2
876	4
877	4
878	5
879	5
880	1
881	5
882	3
883	5
884	3
885	4
886	5
887	4
888	1
889	5
890	1
891	3
892	3
893	5
894	5
895	2
896	2
897	5
898	3
899	3
900	3
901	3
902	3
903	3
904	3
905	3
906	3
907	3
908	3
909	3
910	2
911	5
912	2
913	3
914	2
915	3
916	2
917	2
918	5
919	5
920	5
921	5
922	5
923	5
924	3
925	6
926	5
927	4
928	1
929	3
930	2
931	3
932	6
933	4
934	5
935	2
936	2
937	4
938	1
939	3
940	3
941	6
942	4
943	4
944	3
945	2
946	3
947	5
948	5
949	5
950	5
951	5
952	3
953	2
954	5
955	5
956	3
957	4
958	2
959	3
960	2
961	2
962	2
963	5
964	5
965	3
966	2
967	2
968	5
969	3
970	3
971	5
972	5
973	5
974	5
975	3
976	3
977	3
978	5
979	2
980	2
981	1
982	2
983	5
984	4
985	3
986	3
987	2
988	3
989	2
990	5
991	4
992	5
993	5
994	5
995	4
996	5
997	5
998	2
999	3
1000	5
1001	5
1002	5
1003	5
1004	4
1005	5
1006	1
1007	2
1008	3
1009	3
1010	3
1011	3
1012	2
1013	5
1014	4
1015	3
1016	5
1017	3
1018	6
1019	1
1020	3
1021	5
1022	5
1023	4
1024	2
1025	3
1026	5
1027	5
1028	2
1029	5
1030	5
1031	2
1032	5
1033	5
1034	2
1035	2
1036	3
1037	2
1038	3
1039	3
1040	3
1041	3
1042	4
1043	5
1044	2
1045	5
1046	3
1047	5
1048	5
1049	5
1050	5
1051	5
1052	3
1053	4
1054	3
1055	6
1056	6
1057	5
1058	3
1059	5
1060	3
1061	4
1062	5
1063	3
1064	3
1065	3
1066	3
1067	3
1068	2
1069	2
1070	5
1071	5
1072	2
1073	6
1074	3
1075	3
1076	5
1077	3
1078	5
1079	4
1080	5
1081	3
1082	1
1083	4
1084	5
1085	5
1086	3
1087	4
1088	4
1089	4
1090	3
1091	5
1092	5
1093	5
1094	4
1095	3
1096	5
1097	5
1098	3
1099	3
1100	2
1101	6
1102	5
1103	4
1104	4
1105	2
1106	5
1107	3
1108	4
1109	4
1110	3
1111	3
1112	2
1113	3
1114	5
1115	2
1116	2
1117	4
1118	5
1119	3
1120	3
1121	4
1122	3
1123	5
1124	3
1125	2
1126	5
1127	2
1128	3
1129	5
1130	3
1131	5
1132	4
1133	5
1134	4
1135	5
1136	3
1137	4
1138	3
1139	3
1140	4
1141	2
1142	3
1143	5
1144	2
1145	4
1146	3
1147	5
1148	5
1149	3
1150	2
1151	6
1152	5
1153	1
1154	3
1155	2
1156	5
1157	5
1158	5
1159	3
1160	4
1161	2
1162	3
1163	6
1164	5
1165	6
1166	5
1167	3
1168	5
1169	5
1170	4
1171	5
1172	3
1173	3
1174	5
1175	5
1176	5
1177	5
1178	5
1179	5
1180	5
1181	4
1182	3
1183	5
1184	5
1185	3
1186	3
1187	3
1188	5
1189	3
1190	4
1191	3
1192	5
1193	5
1194	4
1195	5
1196	3
1197	2
1198	3
1199	3
1200	5
1201	3
1202	2
1203	3
1204	3
1205	3
1206	4
1207	5
1208	4
1209	4
1210	5
1211	4
1212	5
1213	6
1214	6
1215	5
1216	4
1217	5
1218	5
1219	1
1220	5
1221	1
1222	3
1223	5
1224	5
1225	5
1226	5
1227	2
1228	4
1229	5
1230	5
1231	2
1232	2
1233	4
1234	3
1235	2
1236	3
1237	6
1238	5
1239	5
1240	3
1241	3
1242	3
1243	4
1244	3
1245	3
1246	2
1247	3
1248	3
1249	4
1250	5
1251	3
1252	4
1253	3
1254	3
1255	3
1256	3
1257	5
1258	3
1259	3
1260	2
1261	5
1262	5
1263	5
1264	5
1265	5
1266	5
1267	2
1268	5
1269	5
1270	2
1271	2
1272	4
1273	6
1274	4
1275	6
1276	5
1277	5
1278	2
1279	1
1280	3
1281	5
1282	3
1283	3
1284	3
1285	5
1286	5
1287	4
1288	4
1289	5
1290	3
1291	5
1292	3
1293	3
1294	3
1295	5
1296	5
1297	5
1298	5
1299	2
1300	5
1301	3
1302	3
1303	5
1304	4
1305	2
1306	4
1307	2
1308	5
1309	3
1310	6
1311	5
1312	4
1313	5
1314	3
1315	4
1316	5
1317	3
1318	5
1319	2
1320	4
1321	4
1322	5
1323	2
1324	5
1325	3
1326	5
1327	4
1328	2
1329	5
1330	3
1331	3
1332	5
1333	5
1334	5
1335	5
1336	5
1337	4
1338	3
1339	4
1340	2
1341	5
1342	3
1343	2
1344	5
1345	5
1346	3
1347	4
1348	3
1349	3
1350	2
1351	3
1352	5
1353	5
1354	5
1355	5
1356	5
1357	5
1358	6
1359	3
1360	6
1361	4
1362	2
1363	4
1364	3
1365	5
1366	5
1367	2
1368	4
1369	3
1370	3
1371	1
1372	5
1373	5
1374	3
1375	2
1376	4
1377	3
1378	4
